	Category	Tweet	Score
158	Crypto	@AirdropStario This is definitely going to be HUGE! as the team has been an inspiration in their innovative approaches towards achieving the project goals and visions. @Khan2Milon @kamrul78666 @WithSumon #cryptocurrency #Airdrop #BSC #Bitcoin #ETH #EscaCrypto #ESCA #Airdropstario	2
159	Crypto	@M7mos1 @MadaraxUchiha88 But fine, you've made it officially worth my time: 1. Show me these money launderers that only mint their nft on ethereum. 2. You're making assumption based on a false premise. You assume that all nft makers launder money, and on ethereum and bitcoin, your logic is circular.	1
160	Crypto	@DogecoinMemes @dogecoin Chow Chow Experienced team whose last project went to over $7 mill marketcap that did x80 from launch. The Utility is coming out this week bsc to cro bridge and they have some big calls lined up.CMC listing soon. Current MC:150K @chowchowcb #ChowChow #bscgem #pancakeswap	2
161	Crypto	@dogecoin @Dogememegirl @DogecoinFdn Chow Chow Experienced team whose last project went to over $7 mill marketcap that did x80 from launch. The Utility is coming out this week bsc to cro bridge and they have some big calls lined up.CMC listing soon. Current MC:150K @chowchowcb #ChowChow #bscgem #pancakeswap	2
162	Crypto	$DOGE to 1$ , $DOGE is worth:$0.12 24h volume:$424,176,888.27 Percentage change for the past hour :0.20% Current Market cap : $15,846,143,312.87 #Dogecoin #DogeDay #Doge #DogeFather Price Check	-2
163	Crypto	@DogecoinMemes @dogecoin @StefanParsons_ @Springrates @NASCARONFOX @NASCAR_Xfinity @NashvilleSuperS @TeamBJMcLeod @FS1 @NASCARonNBC @NBCSports Chow Chow Experienced team whose last project went to over $7 mill marketcap that did x80 from launch. The Utility is coming out this week bsc to cro bridge and they have some big calls lined up.CMC listing soon. Current MC:150K @chowchowcb #ChowChow #bscgem #pancakeswap	1
164	Crypto	@ViciadosBBB12 @Crypto_Girl69 The encrypted blockchain is relatively stable, and Dogecoin, Bitcoin, and Ethereum fluctuate greatly.	0
165	Crypto	WW3 is an economic war. russia, china, and america will lose. people with #bitcoin will win.	-2
166	Crypto	How long you been #hodling ? I know its time of truth. #Dogecoin #ToTheMoon	-2
167	Crypto	@CryptoGemsCom @buffdogecoin had it all. The devs were busy doing their job just to secure our future. Join us now and let's all hold. #BuffDogeCoin $DOGECOIN	2
168	Crypto	@AmericanCancer @dogecoin Chow Chow Experienced team whose last project went to over $7 mill marketcap that did x80 from launch. The Utility is coming out this week bsc to cro bridge and they have some big calls lined up.CMC listing soon. Current MC:150K @chowchowcb #ChowChow #bscgem #pancakeswap	2
169	Crypto	@Rwandapolice I know you must have heard about BITCOIN and you don't know how to start getting involved in it and start benefiting from it. Why not DM me now +27634840548 on WhatsApp to know more about BITCOIN and how you can start benefiting from it.	-2
170	Crypto	No. 27,627 #dogecoin transactions in the last 24 hours. wow such volume	2
171	Crypto	WhaleTrades: Market Report 24H Liquidations: Longs - $11.02M Shorts - $24.65M Funding Rates: 0.0056% (+0.0084%) Global Interest: $17.72B (+3.63%) Exchanges Balance: 1.72M $BTC (-0.0K $BTC) Fear &amp; Greed Index: 25 (0) Bitcoin Dominance: 40.48 (-0.07%)	-2
172	Crypto	@bitcoin_brown @TIME @VitalikButerin Guy looks like william afton	2
173	Crypto	BITCOIN WHALE ALERT: 500 #BTC (20,884,356 USD) transferred from Unknown Adress to Unknown Adress	-2
174	Crypto	@Meta_UFO Good @siskaputri @NandanNilekani @AnnTonks #BNBBULL #bitcoin #UTK	1
175	Crypto	1: Bitcoin price is $41693.83 (-0.12% 1h) 2: Ethereum price is $2929.71 (-0.24% 1h) 3: Tether price is $1.00 (0.01% 1h) 4: BNB price is $396.67 (-0.21% 1h) 5: USD Coin price is $1.00 (-0.01% 1h) 13: Dogecoin price is $0.12 (0.25% 1h)	-2
176	Crypto	@dogecoin_devs @dogecoin Chow Chow Experienced team whose last project went to over $7 mill marketcap that did x80 from launch. The Utility is coming out this week bsc to cro bridge and they have some big calls lined up.CMC listing soon. Current MC:150K @chowchowcb #ChowChow #bscgem #pancakeswap	2
177	Crypto	@Jamez_Sarah @BabyDogeCoin @binance @BTCTN @cz_binance @WatcherGuru @Jay_OKX @jack @elonmusk @Shibtoken @dogecoin @DogelonMars Check out $OP @OverOverpowered a new fork of $TITANO #OVERPOWERED For context, Titano is 750m MC, a 500x or so from our current MC of 1.5m. The only other fork of Titano, $SAFUU went up to 120m MC (80x) with a worse team than $OP One day new, fixed 400,000% apy highest ever.	-2
178	Crypto	@DogecoinMemes @dogecoin @NOWPayments_io @CoinGatecom @bitrefill @bidalihq @ShapeShift_io @Shopify @kryptoez @travalacom EChow Chow Experienced team whose last project went to over $7 mill marketcap that did x80 from launch. The Utility is coming out this week bsc to cro bridge and they have some big calls lined up.CMC listing soon. Current MC:150K @chowchowcb #ChowChow #bscgem #pancakeswap	1
179	Crypto	@dogecoin @CEOAdam @mcuban @elonmusk Chow Chow Experienced team whose last project went to over $7 mill marketcap that did x80 from launch. The Utility is coming out this week bsc to cro bridge and they have some big calls lined up.CMC listing soon. Current MC:150K @chowchowcb #ChowChow #bscgem #pancakeswap	1
180	Crypto	@nolanwpeterson I know you must have heard about BITCOIN and you don't know how to start getting involved in it and start benefiting from it. Why not DM me now +27634840548 on WhatsApp to know more about BITCOIN and how you can start benefiting from it.	-2
181	Crypto	@Ralvero GM, add @buffdogecoin to your list. It will pump sooner or later because the devs doing the best they can just to make it happen. #BuffDogeCoin $DOGECOIN	2
182	Crypto	Plugins ideas: someone should make a web browser plugin to convert any fiat pricing into #Bitcoin For example: instead of this room is $50 a night, it should change it into 0.00119923 BTC/night	0
183	Crypto	@henry_nease @JakobLinderBlog @MrStevenSteele My comment isn't a knock on dogecoin..each has it's uses and depending on purpose one can be better than the other.	1
184	Crypto	@Sh4nkzZ @BayernBall @BITCOIN_OR_HFSP @DiegoribasB @TWregistalfc Salah, Benz , lewa, Vvd and Kimmich that's top 5 and he's not in it	-2
185	Crypto	Binance Shuts Down Ontario Users From Its Platform Will It Restrict Other Canadian Provinces? #dogecoin #bitcoin	-2
186	Crypto	@kpvsmom You can go all in on #bitcoin. The assymetric demonstration.	2
187	Crypto	@ICOffender See how #Bitcoin is going higher and higher .Hang it Tight bro Our Quest Is Just Early stages @ICOffender #yellow #yellownetwork #btc #Crypto	-2
188	Crypto	@CryptooAdy 1% TDS is the worst part. The government is trying to prevent cryptocurrencies, such as Bitcoin, to become any sort of medium of exchange. 1% TDS + 18% GST + SGST. Excellent.	-2
189	Crypto	@warikoo Just for being so non judgmental understanding, I think you should just give him the $919 Bitcoin	-2
190	Crypto	@McDonalds You are going to except @Shibtoken and @dogecoin !!!!	0
191	Crypto	@MMG_Token This is a very interesting and exciting project. So I'm very happy join this project. do not miss it.#MonopolyMillionaireGame #MMG #token #NFT #art #binance #bitcoin	2
192	Crypto	@cryptoworld202 You know I'm excited for @buffdogecoin $DOGE to be bullish! #dogecoin	-2
193	Crypto	@BillyM2k @dogecoin Chow Chow Experienced team whose last project went to over $7 mill marketcap that did x80 from launch. The Utility is coming out this week bsc to cro bridge and they have some big calls lined up.CMC listing soon. Current MC:150K @chowchowcb #ChowChow #bscgem #pancakeswap	2
194	Crypto	@Doge3_cerby @elonmusk @fuserleer @VitalikButerin @cz_binance @justinsuntron @APompliano @Grimezsz @brian_armstrong @woomonicc @radixdlt @ethereum @BTCFoundation @solana @Tether_to @BNBCHAIN @Ripple_XRP1 @CardanoFeed @avalancheavax @Polkadot @dogecoin You should do Doge cube @decentraland wearables	-2
195	Crypto	@Lorenz_KO I know you must have heard about BITCOIN and you don't know how to start getting involved in it and start benefiting from it. Why not DM me now +27634840548 on WhatsApp to know more about BITCOIN and how you can start benefiting from it.	-2
196	Crypto	@airdropinspect I believe this project will be great. This project has its own characteristics so that it becomes an attraction for users. I hope this project will be successful. @Ashik153 @Nahid93080631 @mojibhridoy #Airdrop #Airdrops #Airdropinspector #BSC #Avania #NOVA #Crypto #Bitcoin	2
197	Crypto	@Bitcoin_ator @Schwarzenegger That least time i looked, moslems did this and not westerners. Its sooo easy to find someone else responsible for what has been going on for ages. Moslem countries either live in oppression, poverty, injustice or ruins	-2
198	Crypto	@airdropinspect Nice &amp; biggest project #Airdrop #Airdrops #Airdropinspector #BSC #SkygardGame #NFTs #Crypto #Bitcoin	2
199	Crypto	@WhiteBit @dogecoin Chow Chow Experienced team whose last project went to over $7 mill marketcap that did x80 from launch. The Utility is coming out this week bsc to cro bridge and they have some big calls lined up.CMC listing soon. Current MC:150K @chowchowcb #ChowChow #bscgem #pancakeswap	2
200	Crypto	I'm seeing a 6 figure portfolio before the end of 2022, lets get cracking #Crypto #bitcoin #ethereum $BTC $ETH	-2
201	Crypto	@many_labs @Bitcoin @ethereum @tezos @dogecoin @Cardano @0xPolygon @PancakeSwap @FantomFDN @Shibtoken @CertiKCommunity @RBXSamurai @chainlink Hope Polygon can growing more than that	2
202	Crypto	@divinegrackle I HATE LOVE MUSIC. BUT I LL STAY UP TILL I HAVE INTERNET. MUSIC ALL IS GOOD. #DOGECOIN	2
203	Crypto	@Crypto_Jargon Thx for giving the chance to winning Bitcoin sikka..	2
204	Crypto	@rovercrc Take this opportunity while #Bitcoin is at its dip level! &amp; learn how bitcoin can catapult your earnings and be an income-generating machine. @Stella_Olsen1 will teach you the advanced strategies to master and benefit from bitcoin. you'll learn how tosecure large profits!	2
205	Crypto	Better buy any shitcoin than buying #dogecoin to multiply money.	-2
206	Crypto	@advocateBTC @tsarahjetter @adam3us @gladstein I dont think you're seeking understanding. I'm not sure why you want to be ignorant and choose to be antagonising. I am well aware of what Bitcoin is and I support it, that doesn't mean I have to parrot the same points without understanding. 1/2	-1
207	Crypto	Bitcoin Ink: Study Shows Interest in Crypto Tattoos Jumped 222% in the Past Year #crypto #bitcoin	-2
208	Crypto	#dogecoin long time no bark...	-2
209	Crypto	Do you think $LUCKY can go to .01? #dogecoin #shiba #lucky #floki #BNB	-2
210	Crypto	@FranS199 They're a pump &amp; dump. Simple. It's just that the regulations haven't caught up with it yet. Companies &amp; celebrities are all releasing NFTs to their brain dead followers, who all buy in thinking they're getting the next bitcoin... Then once the price is high, they sell everything	-2
211	Crypto	@olgatokariuk You can make use of the bitcoin link on our page to make your donation, thank you for responding to the need and well-being of Ukrainian Refugees. May you get your rewards from God.	2
212	Crypto	@ProTheDoge Another Coin that stops the advance of dogecoin, after the success of dogecoin there have been so many Coins that one loses count.	-2
213	Crypto	@kakodia_vikas @bullshittardbot @richimedhurst @ggreenwald We do. In any case, if you're not going to be decentralized, a blockchain has no real meaning. Your gorvernment will have total control over each rupee in circulation. Apparently with your consent. Remember, it's never to late to buy bitcoin.	-2
214	Crypto	@DocumentingBTC Idea to rebalance your portfolio if market is down Glad I didn't miss out on the dip i made 80k #Bitcoin Buying early this month, This is Incredible earning profits with Mr RayMac prediction accuracy He's really the best get in touch with tag below to get started @MentorshipR	2
215	Crypto	Current #DOGE Price is $0.119333 #Dogecoin #Crypto #ToTheMoon	-2
216	Crypto	@TheCryptoLark No matter what happens in the space, when I can't afford #Bitcoin I will buy $BLZ of #Bluzelle	-2
217	Crypto	@michilumin @dogecoin Chow Chow Experienced team whose last project went to over $7 mill marketcap that did x80 from launch. The Utility is coming out this week bsc to cro bridge and they have some big calls lined up.CMC listing soon. Current MC:150K @chowchowcb #ChowChow #bscgem #pancakeswap	2
218	Crypto	Dogecoin will be a super crypto by August 2022! @elonmusk @warrenbuffet658 @JeffBezos @DrTAndrus @Itsdcdaily @DCW_one @_CryptoCoinNews	2
219	Crypto	Follow me on @betfury. Let's hunt for Bitcoins together! Get an exciting experience on #1 I-Gaming platform with #BTC staking payouts!.My Username: User308685 #betfurysuccess #bitcoin #staking	2
220	Crypto	@ICOffender Our Adventure with the #Bitcoin is Just Beginning..m njoying it @ICOffender #yellow #yellownetwork #btc #Crypto	2
221	Crypto	@BlucaNft @cyberfi_tech @BabylonsNFT @BinStarterio @MarketMochi @gamiworld Woww amazing Fantastic project with great potential. The team's dedication and ingenuity with excellent fan support will make this the envy of the crypto world. Glad to be part of this project. @_graharizky_ @RioSijuntak @Jiiiiii64384226	2
222	Crypto	@GhostofSvetski @gegelsmr2 If this is the prince of crypto you all owe an apology to toxic bitcoiners	-2
223	Crypto	@TheodrosKassa Now do Bitcoin	2
224	Crypto	Even if you donate to the country or the Red Cross, it will not reach us. A small life dies in front of me almost every day. Please support me. #kief#Ukraine#Russia#war#STOPWAR#Bitcoin#Ethereum#STEPN#NFT #casino	-2
225	Crypto	DOGE is at 0.119 USD [03:29] Follow to get price updates as you scroll Twitter! #dogecoin #dogearmy #shibaarmy #shibarm $shib #dogecoinrise #doge $doge	-2
226	Crypto	@energi All eyes here earn #passiveincome by just inviting your friends at Energiswap where the most secure #DEX in #crypto space	2
